"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32366","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","32896","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","62162","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","20464","Heir logs in and views their profile @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Mobile number","","",""
"","55131","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","20986","Heir views and adds bank account information @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Bank account information","","",""
"","24904","apply division flow preconditions","division-preconditions","2026-08-17","passed","2026-08-17","","","",""
"","21725","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Bank account information","","",""
"","25600","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","18916","shows queried asset cards, empty cards, header actions, and a post-inventory progress stepper @division @estate-inventory","divisionsFlows","2026-08-17","passed","2026-08-17","Estate inventory (حصر التركة)","","",""
"","53173","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","120103","Inheritance request @inheritance-request","Google Chrome","2026-08-17","broken","2026-08-17","Inheritance request","","",""
"","35535","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","46713","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","23442","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","24853","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","62874","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","20237","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-17","failed","2026-08-17","CRM Help Center - FAQ","","",""
"","24684","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","53290","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","27094","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","58550","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","24046","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM Help Center - Contact us","","",""
