"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33414","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","33236","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","61777","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","59625","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","23012","Heir logs in and views their profile @profile","Google Chrome","2026-08-18","passed","2026-08-18","Profile - Mobile number","","",""
"","24905","Heir views and adds bank account information @profile","Google Chrome","2026-08-18","passed","2026-08-18","Profile - Bank account information","","",""
"","28956","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","24663","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-18","passed","2026-08-18","Profile - Bank account information","","",""
"","70813","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","25812","apply division flow preconditions","division-preconditions","2026-08-18","passed","2026-08-18","","","",""
"","28121","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","6192","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-18","passed","2026-08-18","Nafath login","","",""
"","28581","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","55002","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","35289","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","21044","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-18","failed","2026-08-18","CRM Help Center - FAQ","","",""
"","27744","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","22622","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","65401","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","60778","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","67485","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","22385","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM Help Center - Contact us","","",""
