"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68801","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","26803","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Division blockers","","",""
"","26648","Heir views and adds bank account information @profile","Google Chrome","2026-08-31","passed","2026-08-31","Profile - Bank account information","","",""
"","53141","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","46338","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","38922","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-31","passed","2026-08-31","CRM complaints","","",""
"","61341","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","27802","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Division blockers","","",""
"","24550","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-31","failed","2026-08-31","CRM Help Center - FAQ","","",""
"","30744","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-31","passed","2026-08-31","CRM Help Center - Contact us","","",""
"","19391","Heir logs in and views their profile @profile","Google Chrome","2026-08-31","passed","2026-08-31","Profile - Mobile number","","",""
"","28278","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-31","passed","2026-08-31","Division blockers","","",""
"","40399","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-31","passed","2026-08-31","CRM complaints","","",""
"","24869","apply division flow preconditions","division-preconditions","2026-08-31","passed","2026-08-31","","","",""
"","58055","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","60659","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","26230","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-31","passed","2026-08-31","Division blockers","","",""
"","37988","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-31","passed","2026-08-31","CRM complaints","","",""
"","6087","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-31","passed","2026-08-31","Nafath login","","",""
"","24897","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-31","passed","2026-08-31","Profile - Bank account information","","",""
"","53646","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-31","passed","2026-08-31","Inheritance seeder","","",""
"","24720","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-31","passed","2026-08-31","CRM complaints","","",""
