"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24626","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","9859","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-06","passed","2026-08-06","Nafath login","","",""
"","65973","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
"","27491","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","26588","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","54054","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
"","27220","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM Help Center - Contact us","","",""
"","24390","apply division flow preconditions","division-preconditions","2026-08-06","passed","2026-08-06","","","",""
"","19671","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-06","failed","2026-08-06","CRM Help Center - FAQ","","",""
"","33958","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","30340","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","20178","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","27455","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","68631","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
"","32378","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","63814","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
