"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68523","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
"","61046","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
"","6631","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-07","passed","2026-08-07","Nafath login","","",""
"","39689","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-07","passed","2026-08-07","CRM complaints","","",""
"","68392","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
"","33719","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-07","passed","2026-08-07","CRM complaints","","",""
"","28062","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-07","passed","2026-08-07","Division blockers","","",""
"","52386","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
"","23117","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-07","failed","2026-08-07","CRM Help Center - FAQ","","",""
"","28752","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Division blockers","","",""
"","25129","apply division flow preconditions","division-preconditions","2026-08-07","passed","2026-08-07","","","",""
"","57993","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
"","25940","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-07","passed","2026-08-07","Division blockers","","",""
"","32599","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-07","passed","2026-08-07","CRM Help Center - Contact us","","",""
"","37898","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-07","passed","2026-08-07","CRM complaints","","",""
"","60173","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
"","29036","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Division blockers","","",""
"","25484","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-07","passed","2026-08-07","CRM complaints","","",""
"","70908","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-07","passed","2026-08-07","Inheritance seeder","","",""
