"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19884","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Division blockers","","",""
"","24943","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-12","passed","2026-08-12","Profile - Bank account information","","",""
"","52166","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
"","31609","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-12","passed","2026-08-12","CRM complaints","","",""
"","20954","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-12","passed","2026-08-12","CRM complaints","","",""
"","53379","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
"","24209","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-12","passed","2026-08-12","Division blockers","","",""
"","57561","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
"","23843","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-12","passed","2026-08-12","Division blockers","","",""
"","20738","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-12","failed","2026-08-12","CRM Help Center - FAQ","","",""
"","22524","Heir logs in and views their profile @profile","Google Chrome","2026-08-12","passed","2026-08-12","Profile - Mobile number","","",""
"","33475","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-12","passed","2026-08-12","CRM complaints","","",""
"","6345","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-12","passed","2026-08-12","Nafath login","","",""
"","26266","Heir views and adds bank account information @profile","Google Chrome","2026-08-12","passed","2026-08-12","Profile - Bank account information","","",""
"","27164","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-12","passed","2026-08-12","CRM Help Center - Contact us","","",""
"","54069","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
"","62378","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
"","27259","apply division flow preconditions","division-preconditions","2026-08-12","passed","2026-08-12","","","",""
"","34583","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-12","passed","2026-08-12","CRM complaints","","",""
"","57730","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
"","23700","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-12","passed","2026-08-12","Division blockers","","",""
"","42781","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-12","passed","2026-08-12","Inheritance seeder","","",""
