"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30857","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-09-03","passed","2026-09-03","CRM complaints","","",""
"","58888","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","23113","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-09-03","passed","2026-09-03","CRM Help Center - Contact us","","",""
"","25508","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-09-03","passed","2026-09-03","Profile - Bank account information","","",""
"","32297","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-09-03","passed","2026-09-03","CRM complaints","","",""
"","42175","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","58953","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","23750","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-09-03","passed","2026-09-03","Division blockers","","",""
"","19523","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-09-03","failed","2026-09-03","CRM Help Center - FAQ","","",""
"","23255","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Division blockers","","",""
"","32911","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-09-03","passed","2026-09-03","CRM complaints","","",""
"","7460","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-09-03","passed","2026-09-03","Nafath login","","",""
"","19364","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Division blockers","","",""
"","23893","apply division flow preconditions","division-preconditions","2026-09-03","passed","2026-09-03","","","",""
"","25232","Heir views and adds bank account information @profile","Google Chrome","2026-09-03","passed","2026-09-03","Profile - Bank account information","","",""
"","50431","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","60220","Applicant step validates the mobile number field @crm","Google Chrome","2026-09-03","broken","2026-09-03","CRM complaints","","",""
"","23545","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-09-03","passed","2026-09-03","Division blockers","","",""
"","49856","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","56312","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","51261","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-09-03","passed","2026-09-03","Inheritance seeder","","",""
"","20289","Heir logs in and views their profile @profile","Google Chrome","2026-09-03","passed","2026-09-03","Profile - Mobile number","","",""
