"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27689","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","28472","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","25331","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","25901","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM Help Center - Contact us","","",""
"","40152","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","27754","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","58817","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-06","failed","2026-08-06","CRM complaints","","",""
"","23851","apply division flow preconditions","division-preconditions","2026-08-06","passed","2026-08-06","","","",""
"","10214","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-06","passed","2026-08-06","Nafath login","","",""
"","22476","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-06","failed","2026-08-06","CRM Help Center - FAQ","","",""
"","67514","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
"","38007","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-06","passed","2026-08-06","CRM complaints","","",""
"","52859","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
"","67284","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
"","27215","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-06","passed","2026-08-06","Division blockers","","",""
"","66801","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-06","passed","2026-08-06","Inheritance seeder","","",""
