"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26635","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Division blockers","","",""
"","56631","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Inheritance seeder","","",""
"","31323","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-09-05","passed","2026-09-05","CRM complaints","","",""
"","47031","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-09-05","failed","2026-09-05","Inheritance seeder","","",""
"","7884","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-09-05","passed","2026-09-05","Nafath login","","",""
"","48222","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-09-05","passed","2026-09-05","Inheritance seeder","","",""
"","56249","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Inheritance seeder","","",""
"","25999","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-09-05","passed","2026-09-05","Division blockers","","",""
"","63763","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Inheritance seeder","","",""
"","19285","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-09-05","failed","2026-09-05","CRM Help Center - FAQ","","",""
"","28056","apply division flow preconditions","division-preconditions","2026-09-05","passed","2026-09-05","","","",""
"","57941","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Inheritance seeder","","",""
"","26248","Heir views and adds bank account information @profile","Google Chrome","2026-09-05","passed","2026-09-05","Profile - Bank account information","","",""
"","21099","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-09-05","passed","2026-09-05","CRM Help Center - Contact us","","",""
"","49522","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-09-05","passed","2026-09-05","CRM complaints","","",""
"","26745","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Division blockers","","",""
"","32760","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-09-05","passed","2026-09-05","CRM complaints","","",""
"","60206","Applicant step validates the mobile number field @crm","Google Chrome","2026-09-05","broken","2026-09-05","CRM complaints","","",""
"","25902","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-09-05","passed","2026-09-05","Division blockers","","",""
"","65469","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-09-05","passed","2026-09-05","Inheritance seeder","","",""
"","22217","Heir logs in and views their profile @profile","Google Chrome","2026-09-05","passed","2026-09-05","Profile - Mobile number","","",""
"","25588","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-09-05","passed","2026-09-05","Profile - Bank account information","","",""
