"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31092","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","64350","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","24142","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM Help Center - Contact us","","",""
"","27371","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","19913","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-18","failed","2026-08-18","CRM Help Center - FAQ","","",""
"","21143","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-18","passed","2026-08-18","Profile - Bank account information","","",""
"","21463","shows queried asset cards, empty cards, header actions, and a post-inventory progress stepper @division @estate-inventory","divisionsFlows","2026-08-18","passed","2026-08-18","Estate inventory (حصر التركة)","","",""
"","67537","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","19708","Heir logs in and views their profile @profile","Google Chrome","2026-08-18","passed","2026-08-18","Profile - Mobile number","","",""
"","59632","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","32537","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","24525","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","27654","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","70114","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","58780","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","33811","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
"","24276","apply division flow preconditions","division-preconditions","2026-08-18","passed","2026-08-18","","","",""
"","50801","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","27400","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Division blockers","","",""
"","21602","Heir views and adds bank account information @profile","Google Chrome","2026-08-18","passed","2026-08-18","Profile - Bank account information","","",""
"","58782","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-18","passed","2026-08-18","Inheritance seeder","","",""
"","40805","Inheritance request @inheritance-request","Google Chrome","2026-08-18","passed","2026-08-18","Inheritance request","","",""
"","20710","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-18","passed","2026-08-18","CRM complaints","","",""
