"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","58036","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-11","failed","2026-08-11","CRM complaints","","",""
"","35123","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-11","passed","2026-08-11","CRM complaints","","",""
"","52210","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","71519","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","25260","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-11","passed","2026-08-11","Division blockers","","",""
"","21961","Heir logs in and views their profile @profile","Google Chrome","2026-08-11","passed","2026-08-11","Profile - Mobile number","","",""
"","60215","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","60404","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","68362","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","22462","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-11","failed","2026-08-11","CRM Help Center - FAQ","","",""
"","40032","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-11","broken","2026-08-11","Nafath login","","",""
"","61301","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","26566","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-11","passed","2026-08-11","Profile - Bank account information","","",""
"","27638","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-11","passed","2026-08-11","Division blockers","","",""
"","51337","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-11","passed","2026-08-11","CRM complaints","","",""
"","70791","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Inheritance seeder","","",""
"","29828","apply division flow preconditions","division-preconditions","2026-08-11","passed","2026-08-11","","","",""
"","26060","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-11","passed","2026-08-11","CRM Help Center - Contact us","","",""
"","24062","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-11","passed","2026-08-11","CRM complaints","","",""
"","28308","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Division blockers","","",""
"","27391","Heir views and adds bank account information @profile","Google Chrome","2026-08-11","passed","2026-08-11","Profile - Bank account information","","",""
"","28121","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-11","passed","2026-08-11","Division blockers","","",""
