"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28427","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM Help Center - Contact us","","",""
"","23472","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","63956","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","Google Chrome","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","37135","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","64221","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","27211","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","65027","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","50175","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","28184","apply division flow preconditions","division-preconditions","2026-08-09","passed","2026-08-09","","","",""
"","58612","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-09","failed","2026-08-09","CRM complaints","","",""
"","26437","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","27072","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","36158","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","56739","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","Google Chrome","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","40033","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-09","broken","2026-08-09","Nafath login","","",""
"","61768","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","22633","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-09","failed","2026-08-09","CRM Help Center - FAQ","","",""
"","58842","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","Google Chrome","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","26854","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
