"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27858","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Division blockers","","",""
"","27657","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-27","passed","2026-08-27","Division blockers","","",""
"","58367","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","60668","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","35196","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-27","passed","2026-08-27","CRM complaints","","",""
"","28281","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Division blockers","","",""
"","67261","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","49780","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","25187","Heir views and adds bank account information @profile","Google Chrome","2026-08-27","passed","2026-08-27","Profile - Bank account information","","",""
"","28640","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-27","passed","2026-08-27","CRM Help Center - Contact us","","",""
"","62363","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","22324","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-27","failed","2026-08-27","CRM Help Center - FAQ","","",""
"","24214","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-27","passed","2026-08-27","CRM complaints","","",""
"","49116","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-27","passed","2026-08-27","CRM complaints","","",""
"","27721","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-27","passed","2026-08-27","Division blockers","","",""
"","57717","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-27","failed","2026-08-27","CRM complaints","","",""
"","23189","Heir logs in and views their profile @profile","Google Chrome","2026-08-27","passed","2026-08-27","Profile - Mobile number","","",""
"","23970","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-27","passed","2026-08-27","Profile - Bank account information","","",""
"","66115","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","62323","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-27","passed","2026-08-27","Inheritance seeder","","",""
"","6664","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-27","passed","2026-08-27","Nafath login","","",""
"","26324","apply division flow preconditions","division-preconditions","2026-08-27","passed","2026-08-27","","","",""
