"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49853","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","40034","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-09","broken","2026-08-09","Nafath login","","",""
"","63166","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","65174","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","26335","apply division flow preconditions","division-preconditions","2026-08-09","passed","2026-08-09","","","",""
"","27440","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","32815","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","59616","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","23554","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","71538","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","27595","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","58982","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","31633","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","27407","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","21530","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","58954","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","34761","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","19950","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-09","failed","2026-08-09","CRM Help Center - FAQ","","",""
"","27348","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM Help Center - Contact us","","",""
