"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","65277","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
"","27702","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Division blockers","","",""
"","33791","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-10","passed","2026-08-10","CRM complaints","","",""
"","66897","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
"","21306","Heir logs in and views their profile @profile","Google Chrome","2026-08-10","passed","2026-08-10","Profile - Mobile number","","",""
"","56191","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
"","31965","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-10","passed","2026-08-10","CRM complaints","","",""
"","23635","Heir views and adds bank account information @profile","Google Chrome","2026-08-10","passed","2026-08-10","Profile - Bank account information","","",""
"","26603","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-10","passed","2026-08-10","CRM Help Center - Contact us","","",""
"","24651","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-10","passed","2026-08-10","Division blockers","","",""
"","26914","apply division flow preconditions","division-preconditions","2026-08-10","passed","2026-08-10","","","",""
"","58398","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
"","23063","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-10","passed","2026-08-10","Profile - Bank account information","","",""
"","64241","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
"","26965","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Division blockers","","",""
"","20611","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-10","passed","2026-08-10","CRM complaints","","",""
"","50532","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
"","19594","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-10","failed","2026-08-10","CRM Help Center - FAQ","","",""
"","7612","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-10","passed","2026-08-10","Nafath login","","",""
"","30828","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-10","passed","2026-08-10","CRM complaints","","",""
"","27628","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-10","passed","2026-08-10","Division blockers","","",""
"","59055","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-10","passed","2026-08-10","Inheritance seeder","","",""
