"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","300316","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-21","broken","2026-08-21","Inheritance seeder","","",""
"","23106","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-21","passed","2026-08-21","CRM Help Center - Contact us","","",""
"","60249","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Inheritance seeder","","",""
"","68157","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Inheritance seeder","","",""
"","34271","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-21","passed","2026-08-21","CRM complaints","","",""
"","62347","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Inheritance seeder","","",""
"","10263","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-21","passed","2026-08-21","Nafath login","","",""
"","23521","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-21","passed","2026-08-21","Profile - Bank account information","","",""
"","34347","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-21","failed","2026-08-21","Division blockers","","",""
"","72105","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Inheritance seeder","","",""
"","31536","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-21","passed","2026-08-21","CRM complaints","","",""
"","26566","apply division flow preconditions","division-preconditions","2026-08-21","passed","2026-08-21","","","",""
"","20770","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-21","failed","2026-08-21","CRM Help Center - FAQ","","",""
"","19027","Heir logs in and views their profile @profile","Google Chrome","2026-08-21","passed","2026-08-21","Profile - Mobile number","","",""
"","65555","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Inheritance seeder","","",""
"","21573","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-21","passed","2026-08-21","CRM complaints","","",""
"","32791","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-21","passed","2026-08-21","CRM complaints","","",""
"","32669","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-21","failed","2026-08-21","Division blockers","","",""
"","61166","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Inheritance seeder","","",""
"","25003","Heir views and adds bank account information @profile","Google Chrome","2026-08-21","passed","2026-08-21","Profile - Bank account information","","",""
"","32092","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-21","failed","2026-08-21","Division blockers","","",""
"","28887","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-21","passed","2026-08-21","Division blockers","","",""
