"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29820","apply division flow preconditions","division-preconditions","2026-08-22","passed","2026-08-22","","","",""
"","26091","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-22","passed","2026-08-22","Division blockers","","",""
"","24801","Heir views and adds bank account information @profile","Google Chrome","2026-08-22","passed","2026-08-22","Profile - Bank account information","","",""
"","23418","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-22","passed","2026-08-22","Profile - Bank account information","","",""
"","62426","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
"","51721","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
"","74726","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
"","22072","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-22","passed","2026-08-22","CRM complaints","","",""
"","25214","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Division blockers","","",""
"","20641","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-22","failed","2026-08-22","CRM Help Center - FAQ","","",""
"","32304","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-22","passed","2026-08-22","CRM complaints","","",""
"","70299","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
"","28587","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-22","passed","2026-08-22","Division blockers","","",""
"","20187","Heir logs in and views their profile @profile","Google Chrome","2026-08-22","passed","2026-08-22","Profile - Mobile number","","",""
"","59076","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
"","25279","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-22","passed","2026-08-22","CRM Help Center - Contact us","","",""
"","35764","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-22","passed","2026-08-22","CRM complaints","","",""
"","33190","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-22","passed","2026-08-22","CRM complaints","","",""
"","70092","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
"","10312","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-22","passed","2026-08-22","Nafath login","","",""
"","28045","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Division blockers","","",""
"","60838","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-22","passed","2026-08-22","Inheritance seeder","","",""
