"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22820","Heir logs in and views their profile @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Mobile number","","",""
"","23114","shows queried asset cards, empty cards, header actions, and a post-inventory progress stepper @division @estate-inventory","divisionsFlows","2026-08-17","passed","2026-08-17","Estate inventory (حصر التركة)","","",""
"","19994","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-17","failed","2026-08-17","CRM Help Center - FAQ","","",""
"","70627","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","27696","Heir views and adds bank account information @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Bank account information","","",""
"","67878","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","23266","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM Help Center - Contact us","","",""
"","61918","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","31123","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","52360","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","26188","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Bank account information","","",""
"","34107","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","61682","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","29059","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","120107","Inheritance request @inheritance-request","Google Chrome","2026-08-17","broken","2026-08-17","Inheritance request","","",""
"","28401","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","62033","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","69999","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","32002","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","28830","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","28697","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","28757","apply division flow preconditions","division-preconditions","2026-08-17","passed","2026-08-17","","","",""
"","21021","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
