"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49908","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","33329","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","68858","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","20212","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-09","failed","2026-08-09","CRM Help Center - FAQ","","",""
"","62106","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","19251","Heir logs in and views their profile @profile","Google Chrome","2026-08-09","passed","2026-08-09","Profile","","",""
"","25587","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","28968","apply division flow preconditions","division-preconditions","2026-08-09","passed","2026-08-09","","","",""
"","44495","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","22683","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM Help Center - Contact us","","",""
"","24592","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","54269","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","70458","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","21903","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","21120","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-09","passed","2026-08-09","Profile - Bank account information","","",""
"","32702","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","20964","Heir views and adds bank account information @profile","Google Chrome","2026-08-09","passed","2026-08-09","Profile - Bank account information","","",""
"","35800","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","7678","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-09","passed","2026-08-09","Nafath login","","",""
"","24649","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","25008","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","53588","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
