"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38421","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","28320","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","28012","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","59429","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-17","failed","2026-08-17","CRM complaints","","",""
"","25474","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","24145","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM Help Center - Contact us","","",""
"","64512","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","120098","Inheritance request @inheritance-request","Google Chrome","2026-08-17","broken","2026-08-17","Inheritance request","","",""
"","22774","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-17","failed","2026-08-17","CRM Help Center - FAQ","","",""
"","36108","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","69987","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","21366","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Bank account information","","",""
"","64135","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","60453","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","18934","Heir logs in and views their profile @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Mobile number","","",""
"","24072","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-17","passed","2026-08-17","CRM complaints","","",""
"","70388","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","21002","Heir views and adds bank account information @profile","Google Chrome","2026-08-17","passed","2026-08-17","Profile - Bank account information","","",""
"","61176","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","24506","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Division blockers","","",""
"","51275","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-17","passed","2026-08-17","Inheritance seeder","","",""
"","26648","apply division flow preconditions","division-preconditions","2026-08-17","passed","2026-08-17","","","",""
"","22678","shows queried asset cards, empty cards, header actions, and a post-inventory progress stepper @division @estate-inventory","divisionsFlows","2026-08-17","passed","2026-08-17","Estate inventory (حصر التركة)","","",""
