"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43550","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
"","52735","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
"","24563","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-29","passed","2026-08-29","Division blockers","","",""
"","61069","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
"","25574","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-29","passed","2026-08-29","CRM Help Center - Contact us","","",""
"","60739","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
"","27110","Heir views and adds bank account information @profile","Google Chrome","2026-08-29","passed","2026-08-29","Profile - Bank account information","","",""
"","24548","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Division blockers","","",""
"","36804","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-29","passed","2026-08-29","CRM complaints","","",""
"","24332","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-29","passed","2026-08-29","Division blockers","","",""
"","32174","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-29","passed","2026-08-29","CRM complaints","","",""
"","20312","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Division blockers","","",""
"","52937","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
"","23288","Heir logs in and views their profile @profile","Google Chrome","2026-08-29","passed","2026-08-29","Profile - Mobile number","","",""
"","8130","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-29","passed","2026-08-29","Nafath login","","",""
"","20392","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-29","failed","2026-08-29","CRM Help Center - FAQ","","",""
"","61365","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
"","60223","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-29","broken","2026-08-29","CRM complaints","","",""
"","31238","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-29","passed","2026-08-29","CRM complaints","","",""
"","23685","apply division flow preconditions","division-preconditions","2026-08-29","passed","2026-08-29","","","",""
"","27271","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-29","passed","2026-08-29","Profile - Bank account information","","",""
"","53490","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-29","passed","2026-08-29","Inheritance seeder","","",""
