"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24931","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","59025","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","27714","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","65007","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","33740","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","27043","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","67471","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","32094","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","27640","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Division blockers","","",""
"","19886","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-09","failed","2026-08-09","CRM Help Center - FAQ","","",""
"","10465","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-09","passed","2026-08-09","Nafath login","","",""
"","28365","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM Help Center - Contact us","","",""
"","20311","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","31301","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-09","passed","2026-08-09","CRM complaints","","",""
"","58680","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","54780","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","57858","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
"","26719","apply division flow preconditions","division-preconditions","2026-08-09","passed","2026-08-09","","","",""
"","65012","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-09","passed","2026-08-09","Inheritance seeder","","",""
