"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36577","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-14","passed","2026-08-14","CRM complaints","","",""
"","26102","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-14","passed","2026-08-14","Profile - Bank account information","","",""
"","65492","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","25805","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-14","passed","2026-08-14","CRM Help Center - Contact us","","",""
"","22424","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-14","failed","2026-08-14","CRM Help Center - FAQ","","",""
"","60360","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","26591","Heir views and adds bank account information @profile","Google Chrome","2026-08-14","passed","2026-08-14","Profile - Bank account information","","",""
"","27432","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-14","passed","2026-08-14","Division blockers","","",""
"","68429","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","52652","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","35023","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-14","passed","2026-08-14","CRM complaints","","",""
"","60684","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","24462","apply division flow preconditions","division-preconditions","2026-08-14","passed","2026-08-14","","","",""
"","8753","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-14","passed","2026-08-14","Nafath login","","",""
"","60720","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","28213","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-14","passed","2026-08-14","Division blockers","","",""
"","28488","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Division blockers","","",""
"","28419","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Division blockers","","",""
"","23617","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-14","passed","2026-08-14","CRM complaints","","",""
"","37800","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-14","passed","2026-08-14","CRM complaints","","",""
"","65518","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-14","passed","2026-08-14","Inheritance seeder","","",""
"","21688","Heir logs in and views their profile @profile","Google Chrome","2026-08-14","passed","2026-08-14","Profile - Mobile number","","",""
