"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","66395","Cash division - Bank And Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
"","22146","Heir views and adds bank account information @profile","Google Chrome","2026-08-24","passed","2026-08-24","Profile - Bank account information","","",""
"","24578","Cash division is blocked when a heir is dead @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Division blockers","","",""
"","36874","Beneficiary submits a new support ticket via المساعدة @crm","Google Chrome","2026-08-24","passed","2026-08-24","CRM complaints","","",""
"","51814","Investment division - Transfer flow @smoke @division @investment-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
"","22355","FAQ content matches its visual baseline across search and expand states @crm","Google Chrome","2026-08-24","failed","2026-08-24","CRM Help Center - FAQ","","",""
"","19521","Heir logs in and views their profile @profile","Google Chrome","2026-08-24","passed","2026-08-24","Profile - Mobile number","","",""
"","27265","Investment division is blocked when a heir is dead @division @investment-division","divisionsFlows","2026-08-24","passed","2026-08-24","Division blockers","","",""
"","67149","Cash division - Bank Accounts @smoke @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
"","27042","apply division flow preconditions","division-preconditions","2026-08-24","passed","2026-08-24","","","",""
"","36206","Ticket details step validates the التفاصيل field @crm","Google Chrome","2026-08-24","passed","2026-08-24","CRM complaints","","",""
"","27806","Investment division is blocked when a heir is a minor @division @investment-division","divisionsFlows","2026-08-24","passed","2026-08-24","Division blockers","","",""
"","37692","Ticket details step validates the deceased ID and heir-enumeration deed number fields @crm","Google Chrome","2026-08-24","passed","2026-08-24","CRM complaints","","",""
"","56383","Cash division - Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
"","27647","Cash division is blocked when a heir is a minor @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Division blockers","","",""
"","23261","Applicant step validates the mobile number field @crm","Google Chrome","2026-08-24","passed","2026-08-24","CRM complaints","","",""
"","9087","logs in with valid Nafath credentials @regression @nafith-login","Google Chrome","2026-08-24","passed","2026-08-24","Nafath login","","",""
"","21317","IBAN validation only checks shape, not that the account digits are numeric @profile","Google Chrome","2026-08-24","passed","2026-08-24","Profile - Bank account information","","",""
"","64477","Cash division - Investment Accounts @smoke @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
"","58697","Cash division - Bank And Investment Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
"","25981","Beneficiary views contact details and opens a branch location @crm","Google Chrome","2026-08-24","passed","2026-08-24","CRM Help Center - Contact us","","",""
"","59232","Cash division - Bank Accounts - Tarika funds status failure for all deceased assets @division @cash-division","divisionsFlows","2026-08-24","passed","2026-08-24","Inheritance seeder","","",""
